3421	1.374
4719	0.702
4884	0.616
4885	0.000
4889	2.350
4890	1.608
4894	0.002
4896	0.000
4901	1.492
5046	0.669
9952	0.000
10009	1.205
10020	0.284
10069	1.263
10136	0.000
10145	0.009
10204	1.651
10221	0.000
10294	0.000
10330	1.815
10352	0.000
10370	1.317
10394	0.027
10398	0.000
10413	0.211
10468	0.000
10495	0.323
10499	0.004
10527	0.013
10536	0.000
10567	0.000
10572	0.021
10587	0.021
10594	0.000
10618	1.890
10630	0.016
10644	0.522
10657	3.005
10664	3.584
10692	0.021
10740	1.867
10782	0.003
10783	0.003
10787	0.014
10796	0.017
10805	1.879
10822	2.350
10828	0.000
10831	0.000
10873	3.796
10894	2.762
10898	3.568
10907	2.000
10922	1.340
10940	0.022
10942	0.025
10961	0.005
10974	2.041
10981	0.026
10993	0.000
11072	0.020
11086	0.026
11098	0.027
11109	0.023
11121	0.875
11318	0.000
11324	0.016
11376	1.535
11444	0.740
11496	0.471
11507	2.417
11537	1.007
11550	0.436
11567	0.020
11570	0.000
11574	0.000
11584	0.091
11602	0.025
11604	0.000
11609	0.000
11611	0.003
11634	0.000
11636	0.001
11716	0.013
11717	0.000
11727	0.012
11757	0.000
11780	0.383
11781	0.552
11785	0.039
11790	0.000
11791	0.000
11800	0.000
11825	0.000
11829	0.002
11830	0.001
11832	0.007
11870	0.019
11879	0.000
11887	0.020
11898	0.003
11907	0.253
11933	0.021
11940	0.002
11946	0.000
11948	0.000
11949	0.000
11983	0.024
11985	0.008
12018	0.005
12051	0.489
12076	0.000
12078	0.000
12098	0.000
12108	0.000
12115	0.027
12116	0.000
12134	0.021
12136	0.027
12141	0.012
12145	0.204
12146	0.000
12154	0.000
12159	0.019
12174	0.000
12189	0.024
12202	0.000
12255	0.000
12259	0.000
12270	0.136
12300	0.000
12301	0.025
12325	0.000
12364	0.038
12365	0.000
12387	0.044
12396	0.022
12410	0.035
12424	0.018
12446	0.002
12462	0.000
12518	0.019
