3421	1.363
4719	0.689
4884	0.603
4885	0.000
4889	2.339
4890	1.597
4894	0.003
4896	0.000
4901	1.481
5046	0.656
9952	0.000
10009	1.195
10020	0.271
10069	1.250
10136	0.000
10145	0.010
10204	1.638
10221	0.000
10294	0.000
10330	1.802
10352	0.000
10370	1.304
10394	0.025
10398	0.000
10413	0.200
10468	0.000
10495	0.310
10499	0.017
10527	0.010
10536	0.005
10567	0.000
10572	0.021
10587	0.017
10594	0.000
10618	1.877
10630	0.011
10644	0.509
10657	2.992
10664	3.572
10692	0.016
10740	1.854
10782	0.002
10783	0.005
10787	0.007
10796	0.015
10805	1.866
10822	2.337
10828	0.000
10831	0.000
10873	3.783
10894	2.749
10898	3.555
10907	1.988
10922	1.327
10940	0.020
10942	0.023
10961	0.004
10974	2.029
10981	0.024
10993	0.000
11072	0.017
11086	0.024
11098	0.026
11109	0.024
11121	0.863
11318	0.000
11324	0.014
11376	1.524
11444	0.728
11496	0.458
11507	2.404
11537	0.996
11550	0.426
11567	0.017
11570	0.000
11574	0.000
11584	0.078
11602	0.023
11604	0.000
11609	0.000
11611	0.004
11634	0.000
11636	0.000
11716	0.012
11717	0.000
11727	0.009
11757	0.000
11780	0.370
11781	0.542
11785	0.027
11790	0.000
11791	0.000
11800	0.000
11825	0.000
11829	0.003
11830	0.001
11832	0.009
11870	0.017
11879	0.000
11887	0.016
11898	0.003
11907	0.253
11933	0.013
11940	0.000
11946	0.000
11948	0.000
11949	0.000
11983	0.021
11985	0.012
12018	0.001
12051	0.484
12076	0.000
12078	0.000
12098	0.000
12108	0.000
12115	0.024
12116	0.000
12134	0.018
12136	0.025
12141	0.011
12145	0.184
12146	0.000
12154	0.000
12159	0.012
12174	0.000
12189	0.021
12202	0.000
12255	0.000
12259	0.000
12270	0.138
12300	0.000
12301	0.023
12325	0.000
12364	0.038
12365	0.000
12387	0.038
12396	0.020
12410	0.033
12424	0.021
12446	0.002
12462	0.000
12518	0.013
