3421	1.394
4719	0.725
4884	0.631
4885	0.000
4889	2.369
4890	1.628
4894	0.003
4896	0.000
4901	1.492
5046	0.690
9952	0.000
10009	1.212
10020	0.305
10069	1.284
10136	0.000
10145	0.011
10204	1.676
10221	0.000
10294	0.000
10330	1.837
10352	0.000
10370	1.338
10394	0.025
10398	0.000
10413	0.216
10468	0.000
10495	0.345
10499	0.003
10527	0.010
10536	0.000
10567	0.000
10572	0.020
10587	0.017
10594	0.000
10618	1.912
10630	0.002
10644	0.546
10657	3.029
10664	3.608
10692	0.017
10740	1.890
10782	0.001
10783	0.004
10787	0.011
10796	0.015
10805	1.902
10822	2.373
10828	0.000
10831	0.000
10873	3.820
10894	2.786
10898	3.592
10907	2.024
10922	1.363
10940	0.019
10942	0.023
10961	0.003
10974	2.064
10981	0.023
10993	0.000
11072	0.016
11086	0.024
11098	0.028
11109	0.022
11121	0.900
11318	0.000
11324	0.020
11376	1.533
11444	0.740
11496	0.487
11507	2.443
11537	1.010
11550	0.440
11567	0.016
11570	0.000
11574	0.000
11584	0.109
11602	0.023
11604	0.000
11609	0.000
11611	0.003
11634	0.000
11636	0.001
11716	0.014
11717	0.000
11727	0.008
11757	0.000
11780	0.402
11781	0.556
11785	0.042
11790	0.000
11791	0.000
11800	0.000
11825	0.000
11829	0.003
11830	0.001
11832	0.014
11870	0.015
11879	0.000
11887	0.017
11898	0.004
11907	0.253
11933	0.013
11940	0.000
11946	0.000
11948	0.000
11949	0.000
11983	0.021
11985	0.008
12018	0.001
12051	0.483
12076	0.000
12078	0.000
12098	0.000
12108	0.000
12115	0.023
12116	0.000
12134	0.018
12136	0.025
12141	0.012
12145	0.186
12146	0.000
12154	0.000
12159	0.016
12174	0.000
12189	0.021
12202	0.000
12255	0.000
12259	0.000
12270	0.135
12300	0.000
12301	0.022
12325	0.000
12364	0.038
12365	0.000
12387	0.039
12396	0.019
12410	0.033
12424	0.012
12446	0.002
12462	0.000
12518	0.016
