3421	1.38701
4719	1.59963
4884	1.64863
4885	1.58728
4889	1.59329
4890	1.59696
4894	1.63288
4896	1.59545
4901	1.64212
5046	1.58387
9952	1.31612
10009	1.32803
10020	1.30715
10069	1.3197
10136	1.30991
10145	1.29911
10204	1.32358
10221	1.32303
10294	1.33263
10330	1.31208
10352	1.34151
10370	1.33336
10394	1.33365
10398	1.34193
10413	1.32393
10468	1.33834
10495	1.32736
10499	1.32623
10527	1.33518
10536	1.33878
10567	1.34211
10572	1.348
10587	1.34289
10594	1.3606
10618	1.3667
10630	1.34194
10644	1.35236
10657	1.34357
10664	1.36883
10692	1.33481
10740	1.38457
10782	1.34958
10783	1.39749
10787	1.37779
10796	1.39128
10805	1.37117
10822	1.36923
10828	1.38435
10831	1.36091
10873	1.3677
10894	1.3945
10898	1.39828
10907	1.37602
10922	1.40365
10940	1.39734
10942	1.37502
10961	1.40376
10974	1.39765
10981	1.38918
10993	1.40125
11072	1.41287
11086	1.42326
11098	1.42583
11109	1.42794
11121	1.41307
11318	1.45447
11324	1.45849
11376	1.50541
11444	1.45502
11496	1.46396
11507	1.46061
11537	1.46496
11550	1.59299
11567	1.46461
11570	1.47673
11574	1.4742
11584	1.46729
11602	1.47358
11604	1.48294
11609	1.48797
11611	1.49927
11634	1.47743
11636	1.48768
11716	1.49309
11717	1.49761
11727	1.50055
11757	1.50291
11780	1.51627
11781	1.5213
11785	1.51421
11790	1.51446
11791	1.51183
11800	1.52527
11825	1.53039
11829	1.51798
11830	1.52957
11832	1.53143
11870	1.53827
11879	1.53733
11887	1.54079
11898	1.53951
11907	1.55453
11933	1.54311
11940	1.53798
11946	1.53694
11948	1.56507
11949	1.57707
11983	1.57422
11985	1.55806
12018	1.57773
12051	1.57364
12076	1.58751
12078	1.59793
12098	1.6021
12108	1.60911
12115	1.59964
12116	1.59527
12134	1.59677
12136	1.60571
12141	1.61236
12145	1.61979
12146	1.58173
12154	1.59827
12159	1.58485
12174	1.61361
12189	1.63833
12202	1.61173
12255	1.59137
12259	1.60526
12270	1.62393
12300	1.64601
12301	1.62995
12325	1.65473
12364	1.64413
12365	1.64102
12387	1.64926
12396	1.64651
12410	1.66342
12424	1.64928
12446	1.66111
12462	1.64007
12518	1.67331
