3421	1.469
4719	0.811
4884	0.713
4885	0.000
4889	2.444
4890	1.703
4894	0.003
4896	0.000
4901	1.555
5046	0.777
9952	0.000
10009	1.279
10020	0.392
10069	1.369
10136	0.000
10145	0.024
10204	1.762
10221	0.011
10294	0.000
10330	1.921
10352	0.000
10370	1.423
10394	0.030
10398	0.000
10413	0.283
10468	0.000
10495	0.430
10499	0.003
10527	0.016
10536	0.000
10567	0.000
10572	0.026
10587	0.022
10594	0.000
10618	1.997
10630	0.008
10644	0.631
10657	3.114
10664	3.692
10692	0.026
10740	1.974
10782	0.000
10783	0.009
10787	0.016
10796	0.023
10805	1.986
10822	2.457
10828	0.000
10831	0.000
10873	3.904
10894	2.870
10898	3.677
10907	2.109
10922	1.447
10940	0.026
10942	0.029
10961	0.006
10974	2.149
10981	0.030
10993	0.000
11072	0.026
11086	0.029
11098	0.001
11109	0.030
11121	0.984
11318	0.000
11324	0.028
11376	1.596
11444	0.807
11496	0.568
11507	2.528
11537	1.074
11550	0.505
11567	0.029
11570	0.000
11574	0.000
11584	0.193
11602	0.028
11604	0.000
11609	0.000
11611	0.000
11634	0.000
11636	0.000
11716	0.005
11717	0.000
11727	0.020
11757	0.000
11780	0.485
11781	0.620
11785	0.108
11790	0.000
11791	0.000
11800	0.000
11825	0.000
11829	0.002
11830	0.000
11832	0.021
11870	0.027
11879	0.000
11887	0.022
11898	0.000
11907	0.262
11933	0.053
11940	0.000
11946	0.000
11948	0.000
11949	0.003
11983	0.027
11985	0.001
12018	0.010
12051	0.503
12076	0.000
12078	0.000
12098	0.001
12108	0.000
12115	0.040
12116	0.000
12134	0.027
12136	0.029
12141	0.006
12145	0.234
12146	0.000
12154	0.000
12159	0.026
12174	0.000
12189	0.028
12202	0.017
12255	0.000
12259	0.000
12270	0.136
12300	0.000
12301	0.028
12325	0.000
12364	0.040
12365	0.002
12387	0.063
12396	0.026
12410	0.045
12424	0.022
12446	0.001
12462	0.000
12518	0.023
