3421	1.3943
4719	1.68443
4884	1.69533
4885	1.6753
4889	1.71439
4890	1.72221
4894	1.74058
4896	1.72824
4901	1.73857
5046	1.62963
9952	1.32041
10009	1.33235
10020	1.31126
10069	1.32416
10136	1.3143
10145	1.30304
10204	1.32861
10221	1.32837
10294	1.33796
10330	1.318
10352	1.34686
10370	1.339
10394	1.33915
10398	1.34752
10413	1.32993
10468	1.34456
10495	1.33294
10499	1.33156
10527	1.34093
10536	1.34461
10567	1.34797
10572	1.35419
10587	1.34873
10594	1.36746
10618	1.37302
10630	1.34748
10644	1.35821
10657	1.34898
10664	1.37546
10692	1.33954
10740	1.39235
10782	1.35357
10783	1.40199
10787	1.38581
10796	1.3992
10805	1.37771
10822	1.37484
10828	1.39211
10831	1.36494
10873	1.37364
10894	1.39941
10898	1.40689
10907	1.38149
10922	1.41263
10940	1.40554
10942	1.38005
10961	1.41286
10974	1.4054
10981	1.39418
10993	1.41056
11072	1.42315
11086	1.43217
11098	1.43526
11109	1.43886
11121	1.41787
11318	1.47197
11324	1.47593
11376	1.51986
11444	1.47129
11496	1.4835
11507	1.47183
11537	1.48535
11550	1.60014
11567	1.48527
11570	1.48876
11574	1.49513
11584	1.47185
11602	1.4955
11604	1.49412
11609	1.49484
11611	1.50418
11634	1.49932
11636	1.50807
11716	1.5136
11717	1.52228
11727	1.52625
11757	1.52427
11780	1.55243
11781	1.54752
11785	1.54672
11790	1.53738
11791	1.52614
11800	1.56167
11825	1.57386
11829	1.53637
11830	1.56075
11832	1.57384
11870	1.58622
11879	1.60249
11887	1.61294
11898	1.62169
11907	1.63704
11933	1.64332
11940	1.64436
11946	1.55864
11948	1.67047
11949	1.6943
11983	1.67114
11985	1.62127
12018	1.69345
12051	1.66028
12076	1.71851
12078	1.71296
12098	1.74041
12108	1.74094
12115	1.72205
12116	1.72439
12134	1.7214
12136	1.72915
12141	1.73735
12145	1.64188
12146	1.6774
12154	1.7257
12159	1.6871
12174	1.73142
12189	1.74046
12202	1.72084
12255	1.71934
12259	1.73066
12270	1.72527
12300	1.75739
12301	1.73449
12325	1.6361
12364	1.74953
12365	1.73601
12387	1.76109
12396	1.74581
12410	1.7403
12424	1.70916
12446	1.74487
12462	1.75401
12518	1.71709
